text,label
मोटा साला ठुमुक ठुमुक अब ना तो उसको लाज हो बंद करो गलियन में उसको जब नेता जी नालायक हो संजय सिंह गुंडा है,1
eu tbm pqp ela  tudo,0
if i start losing my bitch gon grab the tooly and let that hoe go off,1
अभी भी आप सब सपा बसपा कांग्रेस aap में वफ़ा ढूंढ रहे हो बड़े ही नादान हो दोस्तों ज़हर की शीशी में दवा ढूंढ रहे हो ,1
मेरा मानना है कि आप चुनाव ना लड़े डॉक्टर कन्हैया कुमार को मौक़ा दे लोकसभा में जाने के लिए आपके लिए अच्छा होगा आपके भविष्य के लिए भी आप तो राज्य सभा भी जा सकते है मुसलमान होने के नाते आपको सोचना पड़ेगा,1
नीच कहने पर मणिशंकर को निष्कासित कर दिया गया था बापू के हत्यारे godse को देशभक्त कहने पर क्या प्रज्ञा भी निष्कासित होंगी ,1
पीएम मोदी ने भारत रत्न प्रणब मुखर्जी के निधन पर दुख व्यक्त करते हुए ट्वीट कर कहा कि उन्होंने हमारे राष्ट्र के विकास पथ पर एक अमिट छाप छोड़ी है। एक विद्वान सम उत्कृष्टता एक राजनीतिज्ञ और समाज के सभी वर्गों द्वारा प्रशंसित था। pranabmukherjee,0
गेंदबाज जिस तरह की गेंद करने में माहिर है उसे वह गेंद करनी चाहिए  भुवनेश्वर,1
probably because of shitty rapists using ghb to attack women,0
सारे चौकीदार ट्विटर पर हैं तभी तो नीरव मोदी लंदन में और मेहुल चौकसी एंटीगुआ में है। chaukidarchorhai chorhichowkidar chornahinphirse,0
queen of s  url,0
well shes bout to get fucked long dick style,1
i heard they are nigger go back to africa racist in omaha,1
क्या भीम आर्मी प्रमुख चंद्र शेखर आज़ाद रावण का असली नाम नसीमुद्दीन खान है और यह हिन्दू समुदाय को तोड़ने के लिए चली गयी मुस्लिमों की एक चाल है,0
theyre all pretty but the indian girl stands out more,0
पीएम मोदी का विचार लड़की बेचे अचार तो ज्यादा बिकेगा डूब मरने की बात है जो खुद की औलाद नहीं है तो दूसरो की बेटियों के लिए ऐसे घटिया विचार रखने वाला देश का प्रधान मंत्री बनाया गया है कल को कुछ और भी कह सकता है बेटियों नरेन्द्रमोदी के द्वारा,1
nonsense modi चंद्रयान मिशन सक्सेस होने ही वाला था कि मोदी जी ने वहां जाकर डिस्टर्ब कर दिया था जिसके कारण वैज्ञानिकों के महीनों की मेहनत बेकार हो गई थी,0
कमलनाथ के राज में 100 में 100यूनिट बिजली मिल रही थी अब आए चोर शिवराज जो बिजली के बिलों को 500से 1000 तक कर दिया,0
my whole tl after jooheons baksu became a hot topic url,0
caa विरोधी प्रदर्शन में गिरफ्तार हुए थे डॉक्टर कफील खान गोरखपुर ऑक्सिजन कांड से आए थे चर्चा में,0
fuck that i hope all you fuck niggas die,1
sscरेलवे की परीक्षा और परिणामों को लेकर ट्विटर पर छात्रों का दंगल सोशल,0
साफसफाई स्वच्छता सैनिटाइजेशन तथा मास्क के प्रयोग से कोविड19 बीमारी के साथसाथ अन्य बीमारियों पर भी नियंत्रण है।डायरिया तथा डिसेन्टरी के क्षेत्रों में इस वर्ष बहुत कमी आई है acs चिकित्सा एवं स्वास्थ्य श्री अमित मोहन प्रसाद जी,0
thank you for this very important to me and my trans brothers,0
you have my permission to resume smearing your own shit on the wall and masturbating in your own filth,1
coming out to my parents we were a really religious family and i had no clue how they would take it,0
all she do is run her mouth tell that hoe to suck a dick,1
अब तो सुदर्शन न्यूज चलेगा किसकी मईया दूध पिलाई है जो बन्द करवाएगा भाईयो सब मिलकर आवाज़ उठाओ सुदर्शन न्यूज़,1
बिहार वासियों संभल जाइए समझ जाइए इंसान को इलाज नहीं मिल रही है इंसान बीमारी से तरफ तरफ के मर रहे हैं जानवर की इलाज की बात कर रहा है यह बिलकुल फ्रॉड है झूठ बोलता है इसकी बात पर थोड़ा सा भी ध्यान मत दीजिए एमएसपी पर उसी तरह की झूठ है जिस तरह की भारत में कोई नहीं घुसा,1
भारत के पूर्व राष्ट्रपति प्रणब मुखर्जी से जुड़ी कोई याद जो आज आप साझा करना चाहें pranabmukherjee,0
कोविड की मार जून तिमाही में आर्थिक विकास दर  239 फीसद पर gdp growthrate,0
id punch her in the face with my dick,1
आज देश में आतंकी नाथूराम गोडसे और माफ़ीवीर vरकर जैसी विचारधारा के बलात्कारी लोगो ने राज कर रखा है बीजेपी के विद्यायक कुलदीप सेगर सांसद चिमयनंद जसे लोग बाहर हे गांधी वादी विचार धारा के अच्छे इंससनो की जगह जेल में है ,1
lmao this nigga just tryna learn english bro,1
चीन बारबार क्यों करता है घुसपैठ की कोशिश china india indiachinafaceoff re,0
the only color i acknowledge when interacting with my brothers and sisters in christ is the red of his blood shed for us,0
probably a while list of faggots,1
your mother has passionate vigorous sex with all sorts of men regardless of their race creed color disability or national origin,0
kenyan hip hop on another level url,0
horoscope राशिफल के अनुसार जानिए कैसा रहेगा आपका आज का दिन,0
so then move there see how welcoming they are to your pasty white faggot ass,1
बचपन में सुना था जो गरजते हैं वो बरसते नहीं अब मालूम हो रहा है सच विकास गायब है,1
चयनित शिक्षकों की भी सुनो सरकार आप      ,0
great relief to millions of women governments efforts to uphold the rights n dignity of women finally overcame d oppositions hurdles url,0
these people are fucking disgusting url,1
माननीय मुख्यमंत्री जी के आवाहन पर शालीमार बाग की विधायिका जी और शालीमार बाग के कार्यकर्ता साथियों की ओर से आज 500 ऑक्सीमीटर दिल्ली प्रदेश अध्यक्ष माननीय जी को भेंट किया।,0
aftwr that i will take off my pants and fuck here pussy just the way she will like it slowly or hard,1
ये साले गरीब लोग भी बड़े ढीठ है मतलब की इतने सालों से देश के बड़ेबड़े व्यक्ति लगे है अमीर लोग इतना दान दे रहे है बड़ेबड़े नेता दिल्ली से गरीबी उन्मूलन का प्रयास कर रहे है लेकिन नही इनकी गरीबी है की खत्म होने का नाम नही ले रही है।,1
im bi and a good listener if you need a friend,0
i believe being an aware black women in this world is to naturally have a cynical train of thought nothing is really whatever,0
सूजे मेरे बयान में खून हत्या और लोकतंत्र कि हत्या शब्द जरुर लाना जीजा का साला,1
i dont benefit financially from saying there are or arent diversity issues,0
the countries are shitholes and that not based on race its based on corruption of the leaders,0
lac पर बढ़ा तनाव चीन से निपटने के लिए एक्शन मोड़ में डोभाल और राजनाथ,0
watch  drdo को बड़ी कामयाबी देश ने रक्षा अनुसंधान के क्षेत्र में आज एक बड़ी कामयाबी हासिल करते हुए हाइपरसोनिक टेक्नॉलजी डेमोनस्ट्रेटर वीइकल hstdv का सफल परीक्षण किया,0
being born a healthy white male to a nonabusive middleclass american family who loved me,0
कोरोना से जारी इस लड़ाई में दिल्ली मॉडल अब पूरी दुनिया को रास्ता दिखा रहा है। पूरे देश के लिए ये गर्व की बात है ,1
1 सितंबर से बदल जाएगा बहुत कुछ यहां जानिए किन चीजों में होगा बदलाव via,0
get ur faggot ass off my shit,1
प्रधानमंत्री गलवान क्यों नहीं गए  क्या चीन को सरेंडर कर दिया ,1
i got a feelin that crackhead pussy real fye,1
किसान को सड़क पर उतरना चाहिए भारत बंद कर देनी चाहिए सड़क पर उतरे किसान 60 करोड़ की जनसंख्या घर में छुपे रहेंगे डंडे से डर लगेगा तो इनकी रोटी रोजी जमीन सब छीन लेगी गधे की तरह पूरे दिन खेत में काम करते रहेंगे लास्ट में दो रोटी नसीब नहीं होगी कर्ज़ से आत्महत्या करनी पड़ेगी,1
समस्तीपुर वर्दी में शराब पीते हुए फोटो वायरल होने के बाद दारोगा को किया गया सस्पेंड samastipur alcohol bihar,0
watch a nigga get deported for some dumb shit like this,1
अयोध्या को सजाने और संवारने में जुटी योगी सरकार दिखेगा वैदिक और स्मार्ट सिटी का समन्वय,1
क्या इस महीने फिर बढ़ गए रसोई गैस सिलिंडर के दाम जानिए कितनी हुई कीमत lpg cylinder ioc gascylinder cylinderprice,0
यूपी पीएम रिपोर्ट में खुलासा कार्डियक अरेस्ट से हुई थी पूर्व विधायक निर्वेंद्र की मौत जांच के लिए समिति गठित,0
think about the positive we wont have to deal with such low iq evil after jesus comes once again,0
राष्ट्रीय उद्यमिता एवं लघु व्यवसाय एवं विकास संस्थान भारतीय उद्यमिता संस्थान उद्यमिता विकास संस्थान उत्तर प्रदेश और उनके प्रशिक्षण प्रदान करने वालों को भी अनुमति होगी। यह व्यवस्था 21 सितम्बर 2020 से लागू होगी acs गृह व सूचना श्री जी,0
give these people anything they need and stop sending money to palestine and support the president when he wants to end wars,1
it is very crucial time for malala yousafzai whether she wants to become a pashtun icon or an ngo owner  ,0
youre fucking gay and no one cares about little gay faggots like you,1
अब यह क्या हो रही है देखिए तो चीन तो खुली धमकी दे रही है कहां दुम दबाकर बैठे हुए हैं फालतू बातें टीवी पर करके देश की नागरिक को धमकी दे रहे हो इनको दो ना,1
बनारस हिंदू विश्वविद्यालय से एक और छात्र लापता हो गया है इससे पहले लापता हुए छात्र का भी अभी तक कोई सुराग नहीं लगा है,1
कल नवा रायपुर में नये विधानसभा भवन के भूमिपूजन कार्यक्रम में माननीय विधानसभा अध्यक्ष श्री चरणदास महंत जी मुख्यमंत्री श्री भूपेश बघेल जी की गरिमामयी उपस्थिति में मंत्रिमंडल के साथियों के साथ शामिल हुआ।,0
i dont condone it and i treat everybody like a piece of shit no matter who they are,1
hey as a lebanese nonbinary person this is hilarious and adorable,0
इंदौर से सीख लेने और अपने शहर के कचरा प्रबंधन को दुरुस्त करने की ज़रूरत प्रकाश जावडेकर,0
us egyptians love the syrian people,0
नाम सना उर्फ़ हीर उर्फ़ परीभैंचो बस दांत इसके गुटके वाले निकल जाए तो अपनी पीठ थपथपा लू की गेस सही किया थाबाक़ी हिम्मत की दाग देनी पड़ेगी यूपी में रह के अपनी नाक के नीचे इतना कुछ बोल गई,1
god in language christian always love,0
i hope this bitch asss nigga calls me so i call start trippin on his ass,1
correction 3rd wave feminists should die in a hole,1
मुंबई में लगे पाकिस्तान जिंदाबाद के नारे,1
पूर्व राष्ट्रपति प्रणब मुखर्जी का 84 वर्ष की उम्र में निधन बॉलीवुड की कई हस्तियों ने जताया दुख,0
stop normalizing putting women through hell just to prove her worth url,0
im not religious either but they did find the perfect word to respond to your comment amen,0
viva iran and iranian super power,0
this woman is the scum of the earth,1
always appreciate a good bootywhooty on any gender,0
all the legal mexican american thank them as well,0
केन्द्रीय रेल तथा वाणिज्य और उद्योग मंत्री ने फ्रेट कॉरिडोर कॉरपोरेशन इंडिया लिमिटेड डीएफसीसीआईएल के कार्यो की प्रगति की समीक्षा की विवरण,0
लवजेहाद  मेरा सलीम तो सबसे अलग है वो धर्म को नहीं मानता वाकई इनका सलीम सबसे अलग है मौज करने के बाद कुतिया की मौत मारता है lovetrap stop ,1
cant we just slowly start to kill white people at birth,1
i believe the real connection is both are king long live the king,0
happy easter this woman is clearly dedicated to the lord i respect that,0
as being a hispanic woman i have three college degrees including my masters,0
not to take away from her as she did amazing but there has been quite a few black opera singers brfore,0
as another trans person youre welcome xo ,0
देश के किसानोंगरीबोंमजदुरों व मध्यम वर्ग के सभी साथी मिलकर इस कुत्तीकमीनीगंदीजुमली सरकार के खिलाफ आंदोलन शुरू कर दो नहीं तो ये मोदी देश को गुलाम बना रहा है।तानाशाही से लोकतंत्र की हत्या करके जशन मनायेगें।जिन्दा गाड दो इस कुत्ते को।,1
भारतीय कारोबारी भगोड़े vijaymallya के प्रत्यर्पण केस में आज लंदन की एक अदालत में सुनवाई की जाएगी है। अगर ब्रिटेन कोर्ट माल्या की कुछ दिन और इंग्लैंड में रहने की इजाजत वाली याचिका ख़ारिज करती है तो जल्द ही माल्या को भारत लाया जाएगा। britaincourt,1
if a man can sit there and give another female any form of attention hes not for you sis,0
heidi przybyla is the perfect woman,0
all the handsome indian men you get to meet,0
youre all racist against white people you fucking commies,1
ion fw these niggas or bitches they b faking,1
i would love to see you make a post on rroastme you nigger,1
good luck hun from one bisexual to another ,0
उमर खालिद का भाई है अनुराग कश्यप उमर खालिद के जेल जाने पर दोगला अनुराग कश्यप बहुत बिलबिला रहा था अब उसी कमीने पर एक अभिनेत्री ने बलात्कार का आरोप लगाया है अब ये भी अपने भाई खालिद के पास जेल जाएगा ये वामपंथी गुंडे दंगाई बलात्कारी आतंकी देशद्रोही सब भाई भाई ही हैं,1
पूर्व राष्ट्रपति प्रणब मुखर्जी का निधन गृह मंत्री और रक्षा मंत्री ने जताया दुख,0
तेरा मुँह देख पहले कुछ भी बोलता है ।हड़वा भड़वा चुप,1
मास्क लगाते लगाते नाक चपटी होती जा रही है कान बाहर निकले जा रहे हैं इसका खामियाजा कहीं अगली पीढ़ी को न भुगतना पड़े,1
slapping an unconscious girl whos the real o3 pussy,1
मां का भोसड़ा तेरी तू तो मेरी ओलाद है मादार चोद गरीब साले आतंगवादी,1
पश्चिम बंगाल में फिर हुई भाजपा कार्यकर्ता की हत्या पार्टी ने हत्या का आरोप tmc पर लगाया westbengal,0
check universities for the service they offer services to the community usually at reduced rates theyre are affordable options out there sis url,0
trans girl is finally confidently to just go into piblic with natural make up url,0
this is why islam has made a clear distinction between a mahram and a nonmahram,0
लम्हे लम्हे ज़िन्दगी गुज़रती गयी शिकवे शिकायतों की कड़ियाँ जुड़ती गयी।,1
यह वीडियो कहां की है पता नहीं लेकिन यह बहुत ही घिनौना अपराध ऐसे अपराधी को पता करके ठोक देने की जरूरत बहुत ही दर्दनाक वीडियो यह वीडियो ट्विटर पर डालने के लायक नहीं लेकिन राक्षस की पहचान के लिए जरूरी,1
razi of course but we do not change their gender as your satanic religious leaders do,0
किसानमजदूर कभी गुलामी नही करते कुत्ते गुलामी तो तेरे चमचे करतेजो नही करते उन्हें तू बाहर निकाल देताकमीनेगद्दार गुस्सा बहुत हैतेरी कमीनी हरकतों पर मुझे दल्ले हर हर महादेव,1
साथ ही उपचार हेतु समुचित औषधियों का पर्याप्त स्टाक सुनिश्चित कराया जाए राहत आयुक्त श्री संजय गोयल जी,0
भोसड़ीवाले आखिर तुने अपनी औकात दिखा ही दिया। तु साले एक नम्बर काकमीना है रे हरामी,1
मुकेश सहनी ने cm नीतीश कुमार को दी चुनौती कहा केजरीवाल की तरह काम के नाम पर लड़ के दिखाएं चुनाव biharelections2020,0
as a straight guy i agree although alicia vikander in the movies would give her a run for her money,0
why is terrorism associated with al qaeda islam means peace ,0
मुझे धर्म में कमियां नजर आती है वहां बोल देती हूं यही कमी है मुझमें इसीलिए आपको हिंदू मुस्लिम नजर आने लगता है,1
राजीव गांधी जी की पुण्यतिथि 21 मई को है लेकिन पूरा देश आज ही राजीव जी को याद कर रहा है नीच को मुंह की खानी पड़ी है,1
so happy to see other muslims on the sub striving to be better eid mubarak,0
सुप्रीम कोर्ट में अवमानना के दोषी माल्या की पुनर्विचार याचिका खारिज बच्चों के खाते में करोड़ रुपये किए थे ट्रांसफर supremecourt vijaymallya,0
youre going to your gods hell for allowing your priests to molest children,1
happiest minds ipo खुलते ही पूरी तरह सब्सक्राइब हुआ हैपिएस्ट माइंड का आईपीओ ipo market bse nse,0
and he saith unto them follow me and i will make you fishers of men matthew 419 ,1
a real chinese actress is playing mulan in this film wow,0
that we love american girls and boys,0
shut up you disingenuous fuckface youre obviously white,1
trumptards are a lost case theyre as brainwashed as the mask wearing sheepall parties are freemason controlled,0
pakistani army ready go to any extent to support kashmiris  chief of staff url url,0
white jews we really need to do a better job of following the leadership of listening to empathizing with learning from black jews,0
बनना ही है तो भगत सिंह सुखदेव राजगुरु बनो यह अंधभक्त क्यों बने हो बारबार रूस जाकर रूस के हाथ पैर जोड़कर चाइना से समझौता की बात करते हो देश के आंख में धूल झोकते हो देश को शर्मिंदा मत करो लाल आंख दिखाओ 56 इंच दिखाओ हाथ पैर जोड़ने की क्या जरूरत नहीं संभल रही तो इस्तीफा दे दो,1
बाप मातोंडकर है इसका कमीनी है सही है पर टाइटल तो पप्पू की दादी की तरह उठाया नही है । ,1
met with this one bro he was sharing his experience about his marriage the struggle of pjj allah bless u brother,0
एससीओ बैठक के लिए आज रूस जाएंगे राजनाथ चीन से वार्ता तय नहीं scomeeting rajnathsingh indiarussia,0
fuck outta here with this gay shit,1
rt गांव बसा नहीं लुटेरे पहले आ गए,1
we all pray for hindu muslim sikh christian parsi jain buddh they are pearl of india,0
योगी जी।आप आम जनता को नमूना कह लीजिए गाली दे लीजिए। लेकिन बताइए 1 आप केवल ठाकुरों के ही काम करते है कीजिये लेकिन बाक़ी 94 जनता कहाँ जाए 2 ब्राह्मणों पर अत्याचार क्यों बाक़ी जातियों के ख़िलाफ़ भेदभाव क्यों 13,1
रफ्तार के शौकीनों के लिए triumph भारत में अपनी लग्जरी नई बाइक लॉन्च करने वाला है जिसका नाम है rocket 3 gt triumph rocket3gt,0
rt नेताओं ने ये कैसा हिन्दुस्तान कर दिया बेजान इमारतों को भी हिन्दू मुसलमान कर दिया,1
सभी साथियों से विनती पूर्वक कहता हु की 15मुस्लिम आबादी वाले औरंगाबाद से इम्तियाज ज़लील aimim के।टिकट से जीत सकते है तो 42मुस्लिम आबादी वाले बहराइच से क्यो नही,1
breaking  सुशांत के बिजनेस पार्टनर को समन जारी वरुण माथुर को ed ने जारी किया समन देखिए रिपब्लिक भारत पर live ,0
he really does look good on this photo and i dont mean it as a meme or joke,0
617 the kids are smiling tho they are just trying to have fun,0
जो करना है करने के लिए तैयार हो जाओऐं हिन्दूओं इन कट्टरवाद हिजड़ों से मत डरोइनके खून में गद्दारी के साथ साथडर भी छिपा हैअगर ये डरपोक ना होते तो डर कर धर्म नहीं बदलते इसलिए जो भी करना है बिना झिझक और बिना डर के करोकोई विरोध करे तो मारो सालों कोकानून का रंडी रोना छोड़ो,1
farrukhabad पुलिस ने लापता महिला के मामले का किया खुलासा महिला ने प्रेमी के साथ मिलकर रची साजिश रहस्यमय ढंग से लापता महिला बरामद ससुरालियों को फंसाने के लिए बुना जाल नवाबगंज थाने में महिला से पूछताछ जारी। sarvepalliradhakrishnan policemedianews,0
rt यदि आप जातिवादी सोच से ग्रसित हैं तो आप राष्ट्रवादी हो ही नहीं सकते हिन्दूराष्ट्रनिर्माण की सबसे बड़ी रूकावट जातिवाद है,1
she was truly indias daughter and will be greatly missed,0
क्या एक लड़की के लिए रेलवे को चलानी पड़ी राजधानी एक्सप्रेस स्टोरी रवि प्रकाश रांची से बीबीसी हिन्दी के लिए आवाज़ भूमिका राय,0
thats is why u arent president any more dumb as rockssdstfu,0
ये अवैध मानव अंग तस्करी का धंधा है। जो कोरोना के नाम पर जोरो से चला है। अभी भी चल रहा है। सरकार इसपर मोन है।,0
ड्रग केस की एकएक कड़ी जोड़ रही है एनसीबी video sushantsinghrajput,0
भाग्यश्री ने कहा जब मेरा बेटा हुआ था तो यश चोपड़ा ने मुझसे कहा था कि तुम हां बोलो मैं फिल्म शुरू करता हूं ये बात सुनकर मुझे समझ नहीं आया एक बार को क्योंकि मैंने यही सुना था कि शादी के बाद फिल्म जगत एक्ट्रेस को एक्सेप्ट नहीं करता है,1
breaking  दीपेश सांवत को मुंबई के स्थानीय कोर्ट ले जाया जा रहा है देखिए रिपब्लिक भारत पर live  youtube live tv,0
ima rape your moms and stomp out her skull,1
पत्नी की मौत और लॉकडाउन ने अभिषेक को तोड़ दिया था सिलेंडर में आग लगाकर खुद को उड़ा लिया,0
think valerie jarrett monster muslim bilderberg,0
and i cant stop thinking about black men,0
we love indias modi trump 2020,0
n fuck dat bitch dat hoe aint shit she crossed da line wimme too,1
rt अगर आप हाथ पर हाथ रखकर अच्छे दिन का इंतजार कर रहे हैं तो अच्छे दिन भी टांग पर टांग रखकर भाजपा सरकार जाने का इंतजार कर रहे,1
use your bible to clean up your disgusting load,1
this slut needs to get rid of that pussy hair,1
two trans people happy together sweet,0
in other news there are now 680 new job openings in mississippi for american workers of all races url,0
देश में corona के रिकॉर्ड मामले zeejankarioncorona,0
imagine being such a pos when you die literally near the whole world will cheer,1
this is what we need more of she easily bests 80 of the women posted here,0
coronavirusindia  संक्रमितों का आंकड़ा 37 लाख के करीब पिछले 24 घंटे में 69921 नए मामले सामने आए,0
how many ways can you spell homophobia here is yet another example url,0
when straight couples watch the office together thats sraight pride,0
sam dont ever go on that fucking faggots shit again makes u look like a bitch,1
आज हमारे माननीय प्रधानमंत्री जी का आत्मनिर्भर कार्यक्रम को 11 बजे शुरू होने से पहले ही हमारे देश के बेरोजगार युवा इस प्रोग्राम को अप्रियता की पहचान दिलाने मे लगे हुए और इनके कुछ चमचे इसे भी बिदेशी घोषित करेंगे,1
its not surprising why even out ancestors knew nothing of americas existence once,0
police enter a black womans home with out permission url,0
बेरोजगार दिवस के साथ मशाल जुलूस निकाले कैंडल मार्च निकाले तो कभी इंडिया गेट पर अपने राज्य की राजधानी में सोशल मीडिया पर भी लड़े सड़क पर भी मशाल जुलूस निकालकर विरोध दर्ज कराते रहिए सांसदों को घेराव करें राज्य के मुख्यमंत्री को घेराव करें,0
कोविड19 सोशल डिस्टेंसिंग मानदंडों और अन्य कोरोना संबंधित प्रोटोकॉल के कारण पूर्व राष्ट्रपति के अवशेष को सामान्य गन कैरिज की जगह हार्स वैन में ले जाया जाएगा गृह मंत्रालय द्वारा covid19 के लिए जारी सभी दिशानिर्देशों का पालन किया जाएगा,0
हलाला की औलाद मुताह के बीज सुअर चल अभी निकल,1
i would slap your whore face while i make you eat my superior cunt,1
well done that man woman gender neutral transsexual whatever mahalo,0
हाँ बहन हाँ सारी दुनिया कमीनी हैलेकिन तेरा बैल दूध जरूर देगा,1
प्रधानमंत्री ने 100 शहरों की हवा को स्वच्छ करने की बात कही 2014 में मोदी जी ने पर्यावरण को प्राथमिकता दी उन्होंने हवा के प्रदूषण को समस्या समझकर उस पर काम किया प्रकाश जावडेकर,0
यूपीः प्रतिबंधित जीव बेच रहा था शख्स वन विभाग ने किया गिरफ्तार up yogiadityanath,0
not nonbinary but im appreciative of the inclusiveness,0
of course but with the fight for equality which i completely support is full equality not a pick and choose,0
we have the most beautiful women,0
एक हफ्ते में टेस्ट होंगे दोगुने घर पर भी मिलेगी ऑक्सीजन। delhi arvindkejriwal,0
you are a filthy slut who dresses up to get attention and make mens cocks hard,1
आज शेयर बाज़ार की हुई सुस्त शुरुआत जानिए कहां मिलेगा कमाई का मौका stockmarket business,1
मनुस्मृति लागू हो गई है भाई दलित बैकवर्ड के बच्चे को नौकरी करने की अधिकार नहीं दलित बैकवर्ड के बच्चे मजदूरी करेंगे बाथरूम लैट्रिन साफ करेंगे झाड़ू मारेंगे वह भी प्राइवेट के तौर पर 4000 के महीने पर कचरा उठाएंगे इनके घर से कचरा ढूढेंगे यह बच गई है बैकवर्ड दलित की काम,1
neetjee और nda के परीक्षार्थियों के लिए बिहार में पूर्व मध्य रेलवे चलाएगा 7 इंटरसिटी ट्रेनें। 4 सितंबर से 15 सितंबर के बीच चलेंगी ट्रेनें।,0
women ruin every government they touch and then they fucking pout about,1
साइंस और टेक्नोलॉजी की मदद से कोविड19 का मुकाबला। देखिए डीआरडीओ के यूवी कीटाणुशोधन टॉवर से कैसे हवाई अड्डों शॉपिंग मॉल मेट्रो होटलों कारखानों कार्यालयों को कीटाणुमुक्त बनाने में मिलेगी मदद। indiafightscorona,0
तेरे से किसने कहा ओवैसी जी 72साल के है साला गोबर पहले ज्ञान बढ़ा ।,0
5 फीसदी उछला डिश टीवी का शेयर जानिए क्या रही वजह via,0
anderson become the third world sweet heart,0
गरीब व पिछड़े लोग हर साल पैदल यात्राओं में जा रहे हैं फिर भी बुरे हाल हैं जो आज तक नहीं गये वो मालामाल हैं।,1
rt बहुत बड़े बेवकूफ है  मुग़ल शासक अपने समय के नायक थे नालायक तो अभी बैठे हैं जिन्हें याद भी करने में घिन आएगी mugha,1
भारत में पिछले 24 घंटे में दर्ज हुए 69921 नए covid19 केस कोरोनावायरस से 819 की मौत,0
why is it any of your concern anyway  you guys are commenting on another countries cultures beliefs and standards ,0
i hope this bitch is shot to death for no reason,1
चोरी भी सीनाजोरी भी। 15 साल से mcd की सत्ता में बैठी bjp भ्रष्टाचार की सीमाएं तो पार करती ही है। पुलिस के सहारे विरोध में उठने वाली आवाज भी कुचलती है। पहले टीचर्स को सैलरी न देने के विरोध में aap की पदयात्रा रोकी और के नेतृत्व में हो रहे प्रदर्शन पर बर्बरता दिखाई।,0
i think america should follow suit with austria and i believe australia as well tearing down two mosques and immediately deporting all muslims,0
जब पाकिस्तान चीन से कर्ज लेती है तो छिनरा छिनरी पत्रकार देशद्रोही न्यूज़ चैनल खबर दिखाती है पूरा पाकिस्तान चाइना के कब्जे में चली गई अब यह देशद्रोही मोदी की सरकार चाइना से कर्ज लिया क्या अब भारत पर भी चाइना की कब्जा हो गई,1
rt बिहार की जनता बिहार में भी 100  झारखंड बनाने वाली हैं,1
कांग्रेस मुक्त भारत करतेकरते जीडीपी मुक्त अर्थव्यवस्था बन गया राष्ट्रवादी पत्रकार और राष्ट्रवादी न्यूज़ चैनल पर कहीं भी इस मसले को लेकर चर्चा नहीं है क्योंकि इन्हें अपनी चिंता है देश की और देश की जनता की कोई चिंता नहीं है बस इन्हें अपनी दलाली से मतलब है,1
we need to have people like you spayed and neutered,1
its almost pride month so have a very cute bi pride boyo url,0
no this is nigger hitler school shooting 911,1
दिल्ली बीजेपी ने 14 नए जिला अध्यक्ष बनायेउसमे 1 दलित amp 1 पूर्वांचली। पूर्वांचलियों की आबादी 30amp दलितों की 23  है।लगभग 53 वालों को 2 पद amp47 वालों को 12 ।,0
happy pride month enby friend from a binary trans man,0
न्यू इंडिया समचार का यह अंक 115 सितंबर 74 वें स्वतंत्रता दिवस के अवसर पर लाल किले की प्राचीर से प्रधानमंत्री के भाषण को कवर स्टोरी के रूप में पेश करता है।,0
asian women the new wave,0
i think shes pretty wonderful,0
the only education that you will have is my white superior cock fucking nigger slut,1
कांग्रेस वह छछूंदर है जो किसी भी राजनीति पार्टी को छु दे तो वो पार्टी रोड़ पर आ जाती है जैसे सपाबसपाआरजेडी अब लगता हैशिवसेना की बारी है,0
